path,level,prefLabel,synonym,definition,word_count_in_prefLabel,id
symptom/nervous system symptom/sensation perception/pain/allodynia,4,allodynia,[],"A pain that is characterized by a painful sensation with a normal, non-painful stimulation.",1,s0369
symptom/nervous system symptom/sensation perception/pain/parotid pain,4,parotid pain,['salivary gland pain'],"A pain that is characterized by a pain situated, or occurring, in the parotid gland, which is a salivary gland located in front of the ears. (Additional salivary glands include the submandibular and sublingual glands.) Pain is attributed to swelling of the gland.",2,s0370
symptom/nervous system symptom/sensation perception/pain/dyspareunia,4,dyspareunia,"['painful sexual intercourse', 'difficult sexual intercourse']",,1,s0371
symptom/nervous system symptom/sensation perception/pain/claudication,4,claudication,['blockage of leg arteries'],"A pain that is characterized by a leg pain in the calf, or thigh, which is caused by inadequate blood flow to the leg muscles and is brought on by leg exercise such as walking.",1,s0372
symptom/nervous system symptom/sensation perception/hypoalgesia,3,hypoalgesia,[],A sensation perception that is characterized by a diminished sensitivity to painful stimulation.,1,s0373
symptom/nervous system symptom/sensation perception/hyperalgesia,3,hyperalgesia,[],A sensation perception that is characterized by an increased response to a painful stimulus.,1,s0374
symptom/nervous system symptom/sensation perception/hypoesthesia,3,hypoesthesia,['numbness'],"A sensation perception that is characterized by a reduced sense of touch or sensation, or a partial loss of sensitivity to sensory stimuli.",1,s0375
symptom/nervous system symptom/sensation perception/hyperesthesia,3,hyperesthesia,['hyperaesthesia'],A sensation perception that is characterized by an increased sensitivity to stimulation.,1,s0376
symptom/nervous system symptom/aphasia,2,aphasia,['inability to comprehend language'],A nervous system symptom that is characterized by a loss or impairment of the power to use or comprehend words usually resulting from brain damage.|doid/symp duplicate,1,s0377
symptom/nervous system symptom/aphasia/poor enunciation,3,poor enunciation,[],An aphasia that is characterized by a loss of ability to properly enunciate words.,2,s0378
symptom/nervous system symptom/aphasia/inability to comprehend speech,3,inability to comprehend speech,[],An aphasia that is characterized by a loss of ability to comprehend speech.,4,s0379
symptom/nervous system symptom/aphasia/inability to comprehend speech/receptive aphasia,4,receptive aphasia,"['sensory aphasia', 'fluent aphasia', 'wernickes aphasia', 'inability to perceive pitch rhythm and emotional tone of speech']","An inability to comprehend speech that is characterized by an inability to understand spoken, written, or tactile speech symbols that results from damage (as by a brain lesion) to an area of the brain (as Wernicke's area) concerned with language.",2,s0380
symptom/nervous system symptom/aphasia/inability to speak,3,inability to speak,[],An aphasia that is characterized by a loss of ability to speak.,3,s0381
symptom/nervous system symptom/aphasia/anomia,3,anomia,"['anomic aphasia', 'amnesic aphasia', 'inability to name objects', 'amnestic aphasia', 'nominal aphasia']","An aphasia that is characterized by a severe problem with recalling words or names.|doid/symp duplicate - reviewed 10/2022, both DO & SYMP",1,s0382
symptom/nervous system symptom/aphasia/inability to form words,3,inability to form words,[],An aphasia that is characterized by a loss of ability to form words.,4,s0383
symptom/nervous system symptom/aphasia/agraphia,3,agraphia,['inability to write'],An aphasia that is characterized by a pathological loss of the ability to write.,1,s0384
symptom/nervous system symptom/aphasia/alexia,3,alexia,[],An aphasia that is characterized by a loss of ability to read.|doid/symp duplicate,1,s0385
symptom/nervous system symptom/aphasia/expressive aphasia,3,expressive aphasia,"['brocas aphasia', 'agrammatic aphasia']","An aphasia that is characterized by damage to, or a developmental issues in, the anterior regions of the brain, including (but not limited to) the left inferior frontal region known as Broca's area. Sufferers of this form of aphasia exhibit the common problem of agrammatism. For them, speech is difficult to initiate, non-fluent, labored, and halting.",2,s0386
symptom/nervous system symptom/behavioral symptom,2,behavioral symptom,[],"A nervous system symptom that is characterized by an involvement, or relation to, or emphasizes behavior.",2,s0387
symptom/nervous system symptom/behavioral symptom/communication difficulty,3,communication difficulty,[],"A behavioral symptom that is characterized by speech, language and communication needs or communication disabilities.",2,s0388
symptom/nervous system symptom/behavioral symptom/limited attention,3,limited attention,[],A behavioral symptom that is characterized by a restricted rate of information processing by the brain.,2,s0389
symptom/nervous system symptom/behavioral symptom/hyperactivity,3,hyperactivity,[],"A behavioral symptom that is characterized by an increase in movement, impulsive actions, a shorter attention span, and being easily distracted.",1,s0390
symptom/nervous system symptom/behavioral symptom/obsessive interests,3,obsessive interests,[],A behavioral symptom that is characterized by obsessive and highly-focused interests.,2,s0391
symptom/nervous system symptom/behavioral symptom/repetitive behavior,3,repetitive behavior,['stimming'],A behavioral symptom that is characterized by an unusual repetitive motor movements or manipulation of objects.,2,s0392
symptom/nervous system symptom/behavioral symptom/irritability,3,irritability,['inconsolability'],"A behavioral symptom that is characterized by a quick excitability to annoyance, impatience, or anger.",1,s0393
symptom/nervous system symptom/behavioral symptom/abnormal behavior,3,abnormal behavior,[],"A behavioral symptom that is characterized by behavior that is atypical or statistically uncommon within a particular culture, or that is maladaptive, or detrimental to an individual, or those around that individual.",2,s0394
symptom/nervous system symptom/behavioral symptom/aggressive behavior,3,aggressive behavior,[],"A behavioral symptom that is characterized by behavior aimed at harming a person, or animal, or damaging physical property.",2,s0395
symptom/nervous system symptom/paralysis,2,paralysis,[],A nervous system symptom that is characterized by a complete or partial loss of function especially when involving the power of motion or of sensation in any part of the body.,1,s0396
symptom/nervous system symptom/paralysis/respiratory paralysis,3,respiratory paralysis,[],A paralysis that is characterized by a complete or severe weakness of the muscles of respiration.,2,s0397
symptom/nervous system symptom/paralysis/transient paralysis of limb,3,transient paralysis of limb,[],"A paralysis that is characterized by a loss of some, or all, muscle control in a limb, and which lasts for only a short time (i.e. is temporary).",4,s0398
symptom/nervous system symptom/paralysis/lip paralysis,3,lip paralysis,['paralysed lips'],,2,s0399
symptom/nervous system symptom/paralysis/throat muscle paralysis,3,throat muscle paralysis,[],,3,s0400
symptom/nervous system symptom/paralysis/paraplegia,3,paraplegia,[],"A paralysis that is characterized by a complete, or partial, loss of function of the lower half of the body with involvement of both legs that is usually due to injury or disease of the spinal cord in the thoracic or lumbar region.|doid/symp duplicate",1,s0401
symptom/nervous system symptom/paralysis/hemiparesis,3,hemiparesis,[],A paralysis that is characterized by a weakness or the inability to move on one side of the body.,1,s0402
symptom/nervous system symptom/paralysis/pareses,3,pareses,['partial paralysis'],A paralysis that is charachterized by a slight or partial paralysis.,1,s0403
symptom/nervous system symptom/paralysis/extraocular muscles paralysis,3,extraocular muscles paralysis,[],,3,s0404
symptom/nervous system symptom/paralysis/hind limb paralysis,3,hind limb paralysis,[],,3,s0405
symptom/nervous system symptom/paralysis/hind limb paralysis/partial hind limb paralysis,4,partial hind limb paralysis,[],,4,s0406
symptom/nervous system symptom/paralysis/proximal paralysis of arm and leg,3,proximal paralysis of arm and leg,[],,6,s0407
symptom/nervous system symptom/paralysis/motor paralysis,3,motor paralysis,[],A paralysis that is characterized by a complete or partial loss of function the voluntary muscles.,2,s0408
symptom/nervous system symptom/paralysis/spastic paralysis,3,spastic paralysis,[],A paralysis that is characterized by a tonic spasm of the affected muscles and with increased tendon reflexes.,2,s0409
symptom/nervous system symptom/paralysis/descending muscle paralysis,3,descending muscle paralysis,[],"A paralysis that is characterized by a loss of motor function in one or more muscles, which can also be accompanied by a loss of feeling (sensory loss). Descending paralysis contrasts with ascending paralysis in that descending paralysis presents in the upper limbs before the lower limbs. Descending paralysis occurs in conditions such as botulism.",3,s0410
symptom/nervous system symptom/paralysis/facial paralysis,3,facial paralysis,[],doid/symp duplicate,2,s0411
symptom/nervous system symptom/paralysis/flaccid paralysis,3,flaccid paralysis,[],A paralysis that is charicterized by a lack of muscle tone in the affected muscles and in which tendon reflexes are decreased or absent.,2,s0412
symptom/nervous system symptom/spasticity,2,spasticity,[],"A nervous system symptom that is characterized by an abnormal increase in muscle tone or stiffness of muscle, which might interfere with movement, speech, or be associated with discomfort or pain.",1,s0413
symptom/nervous system symptom/meningitis,2,meningitis,[],A nervous system symptom that is characterized by an inflammation of the meninges and especially of the pia mater and the arachnoid.,1,s0414
symptom/nervous system symptom/spondylitis,2,spondylitis,[],A nervous system symptom that is characterized by an inflammation of the vertebrae.|doid/symp duplicate,1,s0415
symptom/nervous system symptom/encephalitis,2,encephalitis,[],"A nervous system symptom that is characterized by inflammation of the brain tissue, which is typically caused by a viral infection, but it may also be caused by bacterial or parasitic infections, cancer, or certain drugs or toxins.|doid/symp duplicate",1,s0416
symptom/nervous system symptom/encephalitis/mild encephalitis,3,mild encephalitis,[],An encephalitis that is not intense (not severe).,2,s0417
symptom/nervous system symptom/reflex symptom,2,reflex symptom,[],,2,s0418
symptom/nervous system symptom/reflex symptom/areflexia,3,areflexia,['absence of neurological reflexes'],,1,s0419
symptom/nervous system symptom/reflex symptom/areflexia/absence of knee jerk reflex,4,absence of knee jerk reflex,[],,5,s0420
symptom/nervous system symptom/reflex symptom/areflexia/absent gag reflex,4,absent gag reflex,[],,3,s0421
symptom/nervous system symptom/reflex symptom/loss of tendon reflex,3,loss of tendon reflex,[],,4,s0422
symptom/nervous system symptom/reflex symptom/hyperreflexia,3,hyperreflexia,[],,1,s0423
symptom/nervous system symptom/reflex symptom/impaired gag reflex,3,impaired gag reflex,[],,3,s0424
symptom/nervous system symptom/reflex symptom/decreased flexor withdrawal reflex,3,decreased flexor withdrawal reflex,[],,4,s0425
symptom/nervous system symptom/reflex symptom/diminished gag reflex,3,diminished gag reflex,[],,3,s0426
symptom/nervous system symptom/acute mental dysfunction,2,acute mental dysfunction,[],"A nervous system symptom that is characterized by a severe and sudden onset of disturbance in the normal operation of one's cognition, emotional regulation, or behaviour.",3,s0427
symptom/nervous system symptom/cerebrovascular accident,2,cerebrovascular accident,"['cerebral hemorrhage', 'cerebral accident', 'apoplexy']","A nervous system symptom that is characterized by a loss of blood flow to part of the brain, which damages brain tissue. Cerebrovascular accidents are caused by blood clots and broken blood vessels in the brain.",2,s0428
symptom/nervous system symptom/meningoencephalitis,2,meningoencephalitis,[],A nervous system symptom that is characterized by an inflammation of the brain and meninges.|doid/symp duplicate,1,s0429
symptom/nervous system symptom/meningoencephalitis/acute meningoencephalitis,3,acute meningoencephalitis,[],A meningoencephalitis that is characterized by a severe and sudden onset.,2,s0430
symptom/nervous system symptom/meningismus,2,meningismus,[],A nervous system symptom that is characterized by a state of meningeal irritation with symptoms suggesting meningitis that often occurs at the onset of acute febrile diseases especially in children.,1,s0431
symptom/nervous system symptom/neurologic neglect syndrome,2,neurologic neglect syndrome,[],,3,s0432
symptom/nervous system symptom/disturbances of sensation of smell and taste,2,disturbances of sensation of smell and taste,['taste alteration'],,7,s0433
symptom/nervous system symptom/disturbances of sensation of smell and taste/ageusia,3,ageusia,['loss of taste'],A disturbances of sensation of smell and taste that is characterized by a complete loss of taste function of the tongue.,1,s0434
symptom/nervous system symptom/seizure,2,seizure,[],,1,s0435
symptom/nervous system symptom/seizure/generalized seizure,3,generalized seizure,[],,2,s0436
symptom/nervous system symptom/seizure/generalized seizure/tonic-clonic seizure,4,tonicclonic seizure,['grand mal seizure'],,2,s0437
symptom/nervous system symptom/seizure/generalized seizure/tonic seizure,4,tonic seizure,[],,2,s0438
symptom/nervous system symptom/seizure/generalized seizure/myoclonic seizure,4,myoclonic seizure,[],,2,s0439
symptom/nervous system symptom/seizure/generalized seizure/atonic seizure,4,atonic seizure,[],,2,s0440
symptom/nervous system symptom/seizure/generalized seizure/clonic seizure,4,clonic seizure,[],,2,s0441
symptom/nervous system symptom/seizure/focal seizure,3,focal seizure,['partial seizure'],,2,s0442
symptom/nervous system symptom/seizure/focal seizure/complex partial seizure,4,complex partial seizure,[],,3,s0443
symptom/nervous system symptom/seizure/focal seizure/simple partial seizure,4,simple partial seizure,[],,3,s0444
symptom/nervous system symptom/seizure/epileptic seizure,3,epileptic seizure,[],,2,s0445
symptom/nervous system symptom/neurological dysfunction,2,neurological dysfunction,[],,2,s0446
symptom/nervous system symptom/neurological dysfunction/acute cranial nerve dysfunction,3,acute cranial nerve dysfunction,[],,4,s0447
symptom/nervous system symptom/convulsion,2,convulsion,[],A nervous system symptom that is characterized by an abnormal violent and involuntary contraction or series of contractions of the muscles.,1,s0448
symptom/nervous system symptom/convulsion/tetanic convulsion,3,tetanic convulsion,['tetanic convulsions'],"A convulsion that is characterized by a tonic spasm (prolonged contraction of the muscles), without loss of consciousness and often associated with hypocalcemia.",2,s0449
symptom/nervous system symptom/convulsion/tetanic convulsion/mild tetanic convulsion,4,mild tetanic convulsion,[],A tetanic convulsion that is not intense (not severe).,3,s0450
symptom/nervous system symptom/convulsion/febrile convulsion,3,febrile convulsion,['febrile seizure'],A convulsion that is characterized by occurring in young children between six months and five years of age and which is triggered by fever.,2,s0451
symptom/nervous system symptom/abnormal involuntary movement,2,abnormal involuntary movement,[],"A nervous system symptom that is characterized by an inability to control bodily movement and may be a symptom of cerebrovascular diseases, dyskinesia, tremor, chorea, dystonia and myoclonus.",3,s0452
symptom/nervous system symptom/abnormal involuntary movement/circling movement,3,circling movement,[],An abnormal involuntary movement that is characterized by an inability to walk in a straight line.,2,s0453
symptom/nervous system symptom/decreased motor response,2,decreased motor response,[],,3,s0454
symptom/nervous system symptom/neurological alteration,2,neurological alteration,[],,2,s0455
symptom/nervous system symptom/coordination symptom,2,coordination symptom,[],A nervous system symptom that is characterized by the harmonious functioning of interrelated organs and body parts; in particular the working together of muscle groups in the execution of complicated movements.,2,s0456
symptom/nervous system symptom/coordination symptom/incoordination,3,incoordination,['lack of coordination'],"A coordination symptom that is characterized by a loss of complicated body movements, which may be caused by disease, injury, or toxins.",1,s0457
symptom/nervous system symptom/coordination symptom/impaired coordination,3,impaired coordination,[],"A coordination symptom that is characterized by weakened or imperfect body complicated  movement, which may be caused by disease, injury, or toxins.",2,s0458
symptom/nervous system symptom/brain cyst,2,brain cyst,[],,2,s0459
symptom/nervous system symptom/altered mental status,2,altered mental status,[],"A nervous system symptom that is characterized by a host of presentations that include changes in cognition, mood, behavior, and/or level of arousal.",3,s0460
symptom/nervous system symptom/diminished spontaneous movement,2,diminished spontaneous movement,[],,3,s0461
symptom/reproductive system symptom,1,reproductive system symptom,[],,3,s0462
symptom/reproductive system symptom/epididymitis,2,epididymitis,['inflammation of the epididymis'],A reproductive system symptom that is characterized by an inflammation of the epididymis.|doid/symp duplicate,1,s0463
symptom/reproductive system symptom/epididymorchitis,2,epididymorchitis,['epididymoorchitis'],A reproductive system symptom that is characterized by inflammation of the epididymis and/or testicle (testis).,1,s0464
symptom/reproductive system symptom/scrotal abscess,2,scrotal abscess,[],"A reproductive system symptom that is characterized by an abscess that is either superficial or intrascrotal.  Superficial scrotal abscess may occur from an infected hair follicle, infection of a scrotal laceration, or minor scrotal surgery.  Intrascrotal abscess most commonly arises from bacterial epididymitis, but may also be related to tuberculous infection of the epididymis, a testicular abscess that ruptures through the tunica albuginea, or drainage of appendicitis into scrotum through a patent processus vaginalis or as a result of extravasation of infected urine from the urethra in patients with a urethral stricture and neurogenic bladder using an external collection device.",2,s0465
symptom/reproductive system symptom/abnormal vaginal bleeding,2,abnormal vaginal bleeding,['abnormal menstruation'],A reproductive system symptom that is characterized by bleeding from the uterus that is longer than usual or that occurs at an irregular time. Bleeding may be heavier or lighter than usual and occur often or randomly.,3,s0466
symptom/reproductive system symptom/abortion,2,abortion,['infectious abortion'],A reproductive system symptom that is characterized by the expulsion of a fetus at any time before completion of pregnancy and is often due to infection.,1,s0467
symptom/reproductive system symptom/abortion/spontaneous abortion,3,spontaneous abortion,[],An abortion that is characterized by the natural occurring expulsion of a nonviable fetus.,2,s0468
symptom/reproductive system symptom/miscarriage,2,miscarriage,[],A reproductive system symptom that is characterized by the spontaneous expulsion of a human fetus before it is viable and especially between the 12th and 28th weeks of gestation.,1,s0469
symptom/reproductive system symptom/infertility,2,infertility,[],"A reproductive system symptom that is characterized the biological inability of a man or a woman to contribute to conception; or, the state of a woman who is unable to carry a pregnancy to full term.|doid/symp duplicate",1,s0470
symptom/reproductive system symptom/vaginal discharge,2,vaginal discharge,[],"A reproductive system symptom that is characterized by fluid made by glands inside the vagina and cervix carrying away dead cells and bacteria. While it is normal for odor and color to vary, vaginal itching or burning may be indicative of an infection.|doid/symp duplicate",2,s0471
symptom/reproductive system symptom/prostate symptom,2,prostate symptom,[],,2,s0472
symptom/reproductive system symptom/prostate symptom/prostatic abscess,3,prostatic abscess,[],"A prostate symptom that is characterized by a localized collection of purulent fluid within the prostate, often forming as a complication of acute bacterial prostatitis.",2,s0473
symptom/reproductive system symptom/prostate symptom/prostatic infection,3,prostatic infection,[],A prostate symptom that is characterized by inflammation of the prostate and surrounding area.,2,s0474
symptom/reproductive system symptom/stillbirth,2,stillbirth,[],"A reproductive system symptom that is characterized by the birth of a dead fetus; in which  a fetus that has died in the uterus, or during labor, or delivery, exits a woman's body.",1,s0475
symptom/reproductive system symptom/menorrhagia,2,menorrhagia,[],A reproductive system symptom that is characterized an abnormally profuse menstrual flow.,1,s0476
symptom/reproductive system symptom/menorrhagia/metrorrhagia,3,metrorrhagia,[],"A menorrhagia that is characterized by an irregular uterine bleeding, especially between menstrual periods.",1,s0477
symptom/reproductive system symptom/menorrhagia/hypermenorrhea,3,hypermenorrhea,[],A menorrhagia that is characterized by an abnormally profuse or prolonged menstrual flow.,1,s0478
symptom/reproductive system symptom/vaginismus,2,vaginismus,['painful spasmodic vagina contractions'],A reproductive system symptom that is characterized by a painful spasmodic contraction of the vagina.,1,s0479
symptom/reproductive system symptom/premature labor,2,premature labor,[],A reproductive system symptom that is characterized by labor occurring before 37 full weeks of pregnancy.,2,s0480
symptom/respiratory system and chest symptom,1,respiratory system and chest symptom,[],,5,s0481
symptom/respiratory system and chest symptom/swelling in chest,2,swelling in chest,[],,3,s0482
symptom/respiratory system and chest symptom/mass in chest,2,mass in chest,[],,3,s0483
symptom/respiratory system and chest symptom/abnormal chest sound,2,abnormal chest sound,[],"A respiratory system and chest symptom that is characterized by a sound of breathing that is not similar to that of the sound of moving air and may include: rhonchi (a low-pitched breath sound), crackles (a high-pitched breath sound), wheezing (a high-pitched whistling sound caused by narrowing of the bronchial tubes), and stridor (a harsh, vibratory sound caused by narrowing of the upper airway).",3,s0484
symptom/respiratory system and chest symptom/abnormal chest sound/rales,3,rales,"['crepitations', 'crackles']","An abnormal chest sound that is characterized by the clicking, rattling, or crackling noises heard on auscultation of (listening to) the lung with a stethoscope during inhalation. The sounds are caused by the 'popping open' of small airways and alveoli collapsed by fluid, exudate, or lack of aeration during expiration. The word 'rales' derives from the French word rale meaning 'rattle'. Rales can be heard in patients with pneumonia, atelectasis, pulmonary fibrosis, acute bronchitis, or bronchiectasis. Pulmonary edema secondary to left-sided congestive heart failure can also cause rales.",1,s0485
symptom/respiratory system and chest symptom/abnormal chest sound/stridor,3,stridor,[],An abnormal chest sound that is characterized by a harsh vibrating sound heard during respiration in cases of obstruction of the air passages.,1,s0486
symptom/respiratory system and chest symptom/abnormal chest sound/wheezing,3,wheezing,[],An abnormal chest sound that is characterized by breathing with difficulty usually with a whistling sound.,1,s0487
symptom/respiratory system and chest symptom/caseation,2,caseation,[],A respiratory system and chest symptom that is characterized by necrosis of tissue with conversion of damaged tissue into a soft cheesy substance.,1,s0488
symptom/respiratory system and chest symptom/bronchospasm,2,bronchospasm,[],A respiratory system and chest symptom that is characterized by constriction of the air passages of the lung (as in asthma) by spasmodic contraction of the bronchial muscles.,1,s0489
symptom/respiratory system and chest symptom/cough,2,cough,[],A respiratory system and chest symptom that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance.,1,s0490
symptom/respiratory system and chest symptom/cough/wet cough,3,wet cough,['productive cough'],A cough that is characterized by a production and expectoration (bringing up) of mucus (phlegm) or sputum.,2,s0491
symptom/respiratory system and chest symptom/cough/paroxysmal cough,3,paroxysmal cough,[],A cough that is characterized by a persistent cough with sudden onset due to difficulty expelling thick mucus from the tracheobronchial tree. This type of cough is associated with diseases such as Pertussis (Whooping Cough).,2,s0492
symptom/respiratory system and chest symptom/cough/cough with bloody sputum,3,cough with bloody sputum,[],A cough that is characterized by production and expectoration (bringing up) of sputum that is bright red or pink and frothy.,4,s0493
symptom/respiratory system and chest symptom/cough/dry cough,3,dry cough,['nonproductive cough'],A cough that is characterized by a lack of accompanied phlegm production.,2,s0494
symptom/respiratory system and chest symptom/cough/dry cough/dry hacking cough,4,dry hacking cough,[],A dry cough that is characterized by a rough and loud sound.,3,s0495
symptom/respiratory system and chest symptom/cough/barking croup cough,3,barking croup cough,[],"A cough that is characterized by a tight, low-pitched, and barky (like a barking seal) cough.",3,s0496
symptom/respiratory system and chest symptom/cough/chronic cough,3,chronic cough,[],"A cough that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance marked by long duration, by frequent recurrence over a long time, and often by slowly progressing seriousness.",2,s0497
symptom/respiratory system and chest symptom/respiratory failure,2,respiratory failure,['respiratory dysfunction'],"A respiratory system and chest symptom that is characterized by a difficulty to breathe on one's own and develops when the lungs cannot get enough oxygen into the blood.|doid/symp duplicate - reviewed 10/2022, both DO & SYMP",2,s0498
symptom/respiratory system and chest symptom/bronchiolitis,2,bronchiolitis,['bronchioles inflammation'],A respiratory system and chest symptom that is characterized by an inflammation of the bronchioles.|doid/symp duplicate,1,s0499
symptom/respiratory system and chest symptom/congestion,2,congestion,"['blocked nose', 'nasal blockage', 'stuffed up nose', 'nasal obstruction', 'stuffy nose']",A respiratory system and chest symptom that is characterized by an excessive accumulation especially of blood or mucus.,1,s0500
symptom/respiratory system and chest symptom/congestion/nasal congestion,3,nasal congestion,[],"A congestion that is characterized by a blockage of the nasal passages, usually due to the membranes lining the nose becoming swollen from inflamed blood vessels.",2,s0501
symptom/respiratory system and chest symptom/sputum,2,sputum,['sputum production'],"A respiratory system and chest symptom that is characterized by matter discharged from the air passages in diseases of the lungs, bronchi, or upper respiratory tract that contains mucus and often pus, blood, fibrin, or bacterial products.",1,s0502
symptom/respiratory system and chest symptom/sputum/bloody sputum,3,bloody sputum,[],"A sputum that is characterized by blood or bloody mucus discharged from the air passages caused by common forms of infection in the lungs and airways, such as acute bronchitis or pneumonia. Bloody sputum can also come from cancer of the lung.|Bloody sputum (spitting up blood or bloody mucus) can come from common forms of infection in the lungs and airways, such as acute bronchitis or pneumonia. Bloody sputum can also come from cancer of the lung.",2,s0503
symptom/respiratory system and chest symptom/sputum/abnormal sputum,3,abnormal sputum,[],,2,s0504
symptom/respiratory system and chest symptom/chest discomfort,2,chest discomfort,[],"A respiratory system and chest symptom that is characterized by pain, pressure, tightness, or other discomfort originating in or radiating to the chest, which constitutes an important indicator of potentially serious cardiac or cardiovascular disorders.",2,s0505
symptom/respiratory system and chest symptom/chest discomfort/chest tightness,3,chest tightness,[],A chest discomfort that is characterized by any type of pain or discomfort between your upper belly and lower neck.,2,s0506
symptom/respiratory system and chest symptom/bronchitis,2,bronchitis,[],A respiratory system and chest symptom that is characterized by an acute or chronic inflammation of the bronchial tubes.|doid/symp duplicate,1,s0507
symptom/respiratory system and chest symptom/bronchitis/mild bronchitis,3,mild bronchitis,[],,2,s0508
symptom/respiratory system and chest symptom/dyspneic enteritis,2,dyspneic enteritis,[],"A respiratory system and chest symptom that is characterized by being short or breath or out of air (dyspnea), with inflammation of the small intestine (enteritis).",2,s0509
symptom/respiratory system and chest symptom/painful respiration,2,painful respiration,[],"A respiratory system and chest symptom that is characterized by a feeling of discomfort when breathing in or out.  The pain may be the result of infection, musculoskeletal injury, and heart problems.",2,s0510
symptom/respiratory system and chest symptom/pulmonary consolidation,2,pulmonary consolidation,[],A respiratory system and chest symptom that is characterized by a region of normally compressible lung tissue that has filled with liquid instead of air.,2,s0511
symptom/respiratory system and chest symptom/bronchiole inflammation,2,bronchiole inflammation,[],"A respiratory system and chest symptom that is characterized by acute inflammation of the bronchi, accompanied by inflamed patches in the nearby lobules of the lungs.",2,s0512
symptom/respiratory system and chest symptom/bronchiole inflammation/suppurative bronchiole inflammation,3,suppurative bronchiole inflammation,[],,3,s0513
symptom/respiratory system and chest symptom/bronchiole inflammation/severe bronchiole inflammation,3,severe bronchiole inflammation,[],,3,s0514
symptom/respiratory system and chest symptom/lump in chest,2,lump in chest,[],,3,s0515
symptom/respiratory system and chest symptom/hemoptysis,2,hemoptysis,"['coughing up of blood', 'expectoration of blood', 'expectoration of bloodstained sputum', 'haemoptysis']",A respiratory system and chest symptom that is characterized by an expectoration of blood from some part of the respiratory tract.,1,s0516
symptom/respiratory system and chest symptom/hiccough,2,hiccough,[],A respiratory system and chest symptom that is characterized by a spasmodic inhalation with closure of the glottis accompanied by a peculiar sound.,1,s0517
symptom/respiratory system and chest symptom/lesions in lung,2,lesions in lung,[],,3,s0518
symptom/respiratory system and chest symptom/respiratory abnormality,2,respiratory abnormality,[],"A respiratory system and chest symptom that is characterized by a respiration that is not normal and may include, but is not limited to: apnea, eupnea, orthopnea, dyspnea hyperpnea, hyperventilation, hypoventilation, tachypnea, Kussmaul respiration, Cheyne-Stokes respiration, sighing respiration, Biot respiration, apneustic breathing, central neurogenic hyperventilation, and central neurogenic hypoventilation.",2,s0519
symptom/respiratory system and chest symptom/respiratory abnormality/breathing problems,3,breathing problems,[],"A respiratory abnormality that is characterized by a shortness of breath, a hard or uncomfortable intake of air, or the feeling that you're not getting enough air.",2,s0520
symptom/respiratory system and chest symptom/respiratory abnormality/panting respiration,3,panting respiration,[],"A respiratory abnormality that is characterized by short, shallow, and rapid breathing.",2,s0521
symptom/respiratory system and chest symptom/respiratory abnormality/cheyne-stokes respiration,3,cheynestokes respiration,[],A respiratory abnormality that is characterized by a specific form of periodic breathing (waxing and waning amplitude of flow or tidal volume) characterized by a crescendo-decrescendo pattern of respiration between central apneas or central hypopneas.,2,s0522
symptom/respiratory system and chest symptom/respiratory abnormality/dyspnea,3,dyspnea,"['breathing difficulty', 'difficulty breathing', 'breathlessness', 'shortness of breath', 'labored respiration']",A respiratory abnormality that is characterized by difficult or labored respiration.,1,s0523
symptom/respiratory system and chest symptom/respiratory abnormality/dyspnea/acute dyspnea,4,acute dyspnea,[],A dyspnea that is characterized by a severe and sudden onset.,2,s0524
symptom/respiratory system and chest symptom/respiratory abnormality/rapid respiration,3,rapid respiration,[],"A respiratory abnormality that is characterized by an increased breathing rate, with more than 20 breaths per minute in an adult, while in children, the number of breaths per minute can be a higher resting rate than seen in adults.",2,s0525
symptom/respiratory system and chest symptom/respiratory abnormality/bradypnea,3,bradypnea,['abnormally slow breathing'],A respiratory abnormality that is characterized by abnormally slow breathing.,1,s0526
symptom/respiratory system and chest symptom/respiratory abnormality/hypoventilation,3,hypoventilation,[],A respiratory abnormality that is characterized by a deficient ventilation of the lungs that results in reduction in the oxygen content or increase in the carbon dioxide content of the blood or both.,1,s0527
symptom/respiratory system and chest symptom/respiratory abnormality/tachypnea,3,tachypnea,['rapid breathing'],A respiratory abnormality that is characterized by an increased rate of respiration and shallow breathing.,1,s0528
symptom/respiratory system and chest symptom/respiratory abnormality/apnea,3,apnea,[],A respiratory abnormality that is characterized by transient cessation of respiration whether normal (as in hibernating animals) or abnormal (as that caused by certain drugs).,1,s0529
symptom/respiratory system and chest symptom/respiratory abnormality/apnea/sleep apnea,4,sleep apnea,[],An apnea that is characterized by brief periods of recurrent cessation of breathing during sleep that is caused especially by obstruction of the airway or a disturbance in the brain's respiratory center and is associated especially with excessive daytime sleepiness.|doid/symp duplicate,2,s0530
symptom/respiratory system and chest symptom/respiratory abnormality/hyperventilation,3,hyperventilation,[],A respiratory abnormality that is characterized by excessive ventilation characterized by excessive rate and depth of respiration leading to abnormal loss of carbon dioxide from the blood.,1,s0531
symptom/respiratory system and chest symptom/respiratory abnormality/orthopnea,3,orthopnea,[],A respiratory abnormality that is characterized by a difficulty in breathing that occurs when lying down and is relieved upon changing to an upright position (as in congestive heart failure).,1,s0532
